Date,day_opening_price,day_high,day_low,day_closing_price,day_trading_volume,ZERO_START_POINT,DAY_HIGH_vs_ZERO,DAY_LOW_vs_ZERO,DAY_CLOSE_vs_ZERO
08/03/2010,1138.4,1141.05,1136.77,1138.5,"3,774,680,000",0,2.65,-1.63,0.1
09/03/2010,1137.56,1145.37,1134.9,1140.45,"5,185,570,000",0,7.81,-2.66,2.89
10/03/2010,1140.22,1148.26,1140.09,1145.61,"5,469,120,000",0,8.04,-0.13,5.39
11/03/2010,1143.96,1150.24,1138.99,1150.24,"4,669,060,000",0,6.28,-4.97,6.28
12/03/2010,1151.71,1153.41,1146.97,1149.99,"4,928,160,000",0,1.7,-4.74,-1.72
15/03/2010,1148.53,1150.98,1141.45,1150.51,"4,164,110,000",0,2.45,-7.08,1.98
16/03/2010,1150.83,1160.28,1150.35,1159.46,"4,369,770,000",0,9.45,-0.48,8.63
17/03/2010,1159.94,1169.84,1159.94,1166.21,"4,963,200,000",0,9.9,0,6.27
18/03/2010,1166.13,1167.77,1161.16,1165.83,"4,234,510,000",0,1.64,-4.97,-0.3
19/03/2010,1166.68,1169.2,1155.33,1159.9,"5,212,410,000",0,2.52,-11.35,-6.78
22/03/2010,1157.25,1167.82,1152.88,1165.81,"4,261,680,000",0,10.57,-4.37,8.56
23/03/2010,1166.47,1174.72,1163.83,1174.17,"4,411,640,000",0,8.25,-2.64,7.7
24/03/2010,1172.7,1173.04,1166.01,1167.72,"4,705,750,000",0,0.34,-6.69,-4.98
25/03/2010,1170.03,1180.69,1165.09,1165.73,"5,668,900,000",0,10.66,-4.94,-4.3
26/03/2010,1167.58,1173.93,1161.48,1166.59,"4,708,420,000",0,6.35,-6.1,-0.99
29/03/2010,1167.71,1174.85,1167.71,1173.22,"4,375,580,000",0,7.14,0,5.51
30/03/2010,1173.75,1177.83,1168.92,1173.27,"4,085,000,000",0,4.08,-4.83,-0.48
31/03/2010,1171.75,1174.56,1165.77,1169.43,"4,484,340,000",0,2.81,-5.98,-2.32
01/04/2010,1171.23,1181.43,1170.69,1178.1,"4,006,870,000",0,10.2,-0.54,6.87
05/04/2010,1178.71,1187.73,1178.71,1187.44,"3,881,620,000",0,9.02,0,8.73
06/04/2010,1186.01,1191.8,1182.77,1189.44,"4,086,180,000",0,5.79,-3.24,3.43
07/04/2010,1188.23,1189.6,1177.25,1182.45,"5,101,430,000",0,1.37,-10.98,-5.78
08/04/2010,1181.75,1188.55,1175.12,1186.44,"4,726,970,000",0,6.8,-6.63,4.69
09/04/2010,1187.47,1194.66,1187.15,1194.37,"4,511,570,000",0,7.19,-0.32,6.9
12/04/2010,1194.94,1199.2,1194.71,1196.48,"4,607,090,000",0,4.26,-0.23,1.54
13/04/2010,1195.94,1199.04,1188.82,1197.3,"5,403,580,000",0,3.1,-7.12,1.36
14/04/2010,1198.69,1210.65,1198.69,1210.65,"5,760,040,000",0,11.96,0,11.96
15/04/2010,1210.77,1213.92,1208.5,1211.67,"5,995,330,000",0,3.15,-2.27,0.9
16/04/2010,1210.17,1210.17,1186.77,1192.13,"8,108,470,400",0,0,-23.4,-18.04
19/04/2010,1192.06,1197.87,1183.68,1197.52,"6,597,740,000",0,5.81,-8.38,5.46
20/04/2010,1199.04,1208.58,1199.04,1207.17,"5,316,590,000",0,9.54,0,8.13
21/04/2010,1207.16,1210.99,1198.85,1205.94,"5,724,310,000",0,3.83,-8.31,-1.22
22/04/2010,1202.52,1210.27,1190.19,1208.67,"6,035,780,000",0,7.75,-12.33,6.15
23/04/2010,1207.87,1217.28,1205.1,1217.28,"5,326,060,000",0,9.41,-2.77,9.41
26/04/2010,1217.07,1219.8,1211.07,1212.05,"5,647,760,000",0,2.73,-6,-5.02
27/04/2010,1209.92,1211.38,1181.62,1183.71,"7,454,540,000",0,1.46,-28.3,-26.21
28/04/2010,1184.59,1195.05,1181.81,1191.36,"6,342,310,000",0,10.46,-2.78,6.77
29/04/2010,1193.3,1209.36,1193.3,1206.78,"6,059,410,000",0,16.06,0,13.48
30/04/2010,1206.77,1207.99,1186.32,1186.69,"6,048,260,000",0,1.22,-20.45,-20.08
03/05/2010,1188.58,1205.13,1188.58,1202.26,"4,938,050,000",0,16.55,0,13.68
04/05/2010,1197.5,1197.5,1168.12,1173.6,"6,594,720,000",0,0,-29.38,-23.9
05/05/2010,1169.24,1175.95,1158.15,1165.87,"6,795,940,000",0,6.71,-11.09,-3.37
06/05/2010,1164.38,1167.58,1065.79,1128.15,"10,617,809,600",0,3.2,-98.59,-36.23
07/05/2010,1127.04,1135.13,1094.15,1110.88,"9,472,910,400",0,8.09,-32.89,-16.16
10/05/2010,1122.27,1163.85,1122.27,1159.73,"6,893,700,000",0,41.58,0,37.46
11/05/2010,1156.39,1170.48,1147.71,1155.79,"5,842,550,000",0,14.09,-8.68,-0.6
12/05/2010,1155.43,1172.87,1155.43,1171.67,"5,225,460,000",0,17.44,0,16.24
13/05/2010,1170.04,1173.57,1156.14,1157.44,"4,870,640,000",0,3.53,-13.9,-12.6
14/05/2010,1157.19,1157.19,1126.14,1135.68,"6,126,400,000",0,0,-31.05,-21.51
17/05/2010,1136.52,1141.88,1114.96,1136.94,"5,922,920,000",0,5.36,-21.56,0.42
18/05/2010,1138.78,1148.66,1117.2,1120.8,"6,170,840,000",0,9.88,-21.58,-17.98
19/05/2010,1119.57,1124.27,1100.66,1115.05,"6,765,800,000",0,4.7,-18.91,-4.52
20/05/2010,1107.34,1107.34,1071.58,1071.59,"8,328,569,600",0,0,-35.76,-35.75
21/05/2010,1067.26,1090.16,1055.9,1087.69,"5,452,130,000",0,22.9,-11.36,20.43
24/05/2010,1084.78,1089.95,1072.7,1073.65,"5,224,040,000",0,5.17,-12.08,-11.13
25/05/2010,1067.42,1074.75,1040.78,1074.03,"7,329,580,000",0,7.33,-26.64,6.61
26/05/2010,1075.51,1090.75,1065.59,1067.95,"4,521,050,000",0,15.24,-9.92,-7.56
27/05/2010,1074.27,1103.52,1074.27,1103.06,"5,698,460,000",0,29.25,0,28.79
28/05/2010,1102.59,1102.59,1084.78,1089.41,"4,871,210,000",0,0,-17.81,-13.18
01/06/2010,1087.3,1094.77,1069.89,1070.71,"5,271,480,000",0,7.47,-17.41,-16.59
02/06/2010,1073.01,1098.56,1072.03,1098.38,"5,026,360,000",0,25.55,-0.98,25.37
03/06/2010,1098.82,1105.67,1091.81,1102.83,"4,995,970,000",0,6.85,-7.01,4.01
04/06/2010,1098.43,1098.43,1060.5,1064.88,"6,180,580,000",0,0,-37.93,-33.55
07/06/2010,1065.84,1071.36,1049.86,1050.47,"5,467,560,000",0,5.52,-15.98,-15.37
08/06/2010,1050.81,1063.15,1042.17,1062,"6,192,750,000",0,12.34,-8.64,11.19
09/06/2010,1062.75,1077.74,1052.25,1055.69,"5,983,200,000",0,14.99,-10.5,-7.06
10/06/2010,1058.77,1087.85,1058.77,1086.84,"5,144,780,000",0,29.08,0,28.07
11/06/2010,1082.65,1092.25,1077.12,1091.6,"4,059,280,000",0,9.6,-5.53,8.95
14/06/2010,1095,1105.91,1089.03,1089.63,"4,425,830,000",0,10.91,-5.97,-5.37
15/06/2010,1091.21,1115.59,1091.21,1115.23,"4,644,490,000",0,24.38,0,24.02
16/06/2010,1114.02,1118.74,1107.13,1114.61,"5,002,600,000",0,4.72,-6.89,0.59
17/06/2010,1115.98,1117.72,1105.87,1116.04,"4,557,760,000",0,1.74,-10.11,0.06
18/06/2010,1116.16,1121.01,1113.93,1117.51,"4,555,360,000",0,4.85,-2.23,1.35
21/06/2010,1122.79,1131.23,1108.24,1113.2,"4,514,360,000",0,8.44,-14.55,-9.59
22/06/2010,1113.9,1118.5,1094.18,1095.31,"4,514,380,000",0,4.6,-19.72,-18.59
23/06/2010,1095.57,1099.64,1085.31,1092.04,"4,526,150,000",0,4.07,-10.26,-3.53
24/06/2010,1090.93,1090.93,1071.6,1073.69,"4,814,830,000",0,0,-19.33,-17.24
25/06/2010,1075.1,1083.56,1067.89,1076.76,"5,128,840,000",0,8.46,-7.21,1.66
28/06/2010,1077.5,1082.6,1071.45,1074.57,"3,896,410,000",0,5.1,-6.05,-2.93
29/06/2010,1071.1,1071.1,1035.18,1041.24,"6,136,700,000",0,0,-35.92,-29.86
30/06/2010,1040.56,1048.08,1028.33,1030.71,"5,067,080,000",0,7.52,-12.23,-9.85
01/07/2010,1031.1,1033.58,1010.91,1027.37,"6,435,770,000",0,2.48,-20.19,-3.73
02/07/2010,1027.65,1032.95,1015.93,1022.58,"3,968,500,000",0,5.3,-11.72,-5.07
06/07/2010,1028.09,1042.5,1018.35,1028.06,"4,691,240,000",0,14.41,-9.74,-0.03
07/07/2010,1028.54,1060.89,1028.54,1060.27,"4,931,220,000",0,32.35,0,31.73
08/07/2010,1062.92,1071.25,1058.24,1070.25,"4,548,460,000",0,8.33,-4.68,7.33
09/07/2010,1070.5,1078.16,1068.1,1077.96,"3,506,570,000",0,7.66,-2.4,7.46
12/07/2010,1077.23,1080.78,1070.45,1078.75,"3,426,990,000",0,3.55,-6.78,1.52
13/07/2010,1080.65,1099.46,1080.65,1095.34,"4,640,460,000",0,18.81,0,14.69
14/07/2010,1095.61,1099.08,1087.68,1095.17,"4,521,050,000",0,3.47,-7.93,-0.44
15/07/2010,1094.46,1098.66,1080.53,1096.48,"4,552,470,000",0,4.2,-13.93,2.02
16/07/2010,1093.85,1093.85,1063.32,1064.88,"5,297,350,000",0,0,-30.53,-28.97
19/07/2010,1066.85,1074.7,1061.11,1071.25,"4,089,500,000",0,7.85,-5.74,4.4
20/07/2010,1064.53,1083.94,1056.88,1083.48,"4,713,280,000",0,19.41,-7.65,18.95
21/07/2010,1086.67,1088.96,1065.25,1069.59,"4,747,180,000",0,2.29,-21.42,-17.08
22/07/2010,1072.14,1097.5,1072.14,1093.67,"4,826,900,000",0,25.36,0,21.53
23/07/2010,1092.17,1103.73,1087.88,1102.66,"4,524,570,000",0,11.56,-4.29,10.49
26/07/2010,1102.89,1115.01,1101.3,1115.01,"4,009,650,000",0,12.12,-1.59,12.12
27/07/2010,1117.36,1120.95,1109.78,1113.84,"4,725,690,000",0,3.59,-7.58,-3.52
28/07/2010,1112.84,1114.66,1103.11,1106.13,"4,002,390,000",0,1.82,-9.73,-6.71
29/07/2010,1108.07,1115.9,1092.82,1101.53,"4,612,420,000",0,7.83,-15.25,-6.54
30/07/2010,1098.44,1106.44,1088.01,1101.6,"4,006,450,000",0,8,-10.43,3.16
02/08/2010,1107.53,1127.3,1107.53,1125.86,"4,144,180,000",0,19.77,0,18.33
03/08/2010,1125.34,1125.44,1116.76,1120.46,"4,071,820,000",0,0.1,-8.58,-4.88
04/08/2010,1121.06,1128.75,1119.46,1127.24,"4,057,850,000",0,7.69,-1.6,6.18
05/08/2010,1125.78,1126.56,1118.81,1125.81,"3,685,560,000",0,0.78,-6.97,0.03
06/08/2010,1122.07,1123.06,1107.17,1121.64,"3,857,890,000",0,0.99,-14.9,-0.43
09/08/2010,1122.8,1129.24,1120.91,1127.79,"3,191,630,000",0,6.44,-1.89,4.99
10/08/2010,1122.92,1127.16,1111.58,1121.06,"3,979,360,000",0,4.24,-11.34,-1.86
11/08/2010,1116.89,1116.89,1088.55,1089.47,"4,511,860,000",0,0,-28.34,-27.42
12/08/2010,1081.48,1086.72,1076.69,1083.61,"4,521,050,000",0,5.24,-4.79,2.13
13/08/2010,1082.22,1086.25,1079,1079.25,"3,328,890,000",0,4.03,-3.22,-2.97
16/08/2010,1077.49,1082.62,1069.49,1079.38,"3,142,450,000",0,5.13,-8,1.89
17/08/2010,1081.16,1100.14,1081.16,1092.54,"3,968,210,000",0,18.98,0,11.38
18/08/2010,1092.08,1099.77,1085.76,1094.16,"3,724,260,000",0,7.69,-6.32,2.08
19/08/2010,1092.44,1092.44,1070.66,1075.63,"4,290,540,000",0,0,-21.78,-16.81
20/08/2010,1075.63,1075.63,1063.91,1071.69,"3,761,570,000",0,0,-11.72,-3.94
23/08/2010,1073.36,1081.58,1067.08,1067.36,"3,210,950,000",0,8.22,-6.28,-6
24/08/2010,1063.2,1063.2,1046.68,1051.87,"4,436,330,000",0,0,-16.52,-11.33
25/08/2010,1048.98,1059.38,1039.83,1055.33,"4,360,190,000",0,10.4,-9.15,6.35
26/08/2010,1056.28,1061.45,1045.4,1047.22,"3,646,710,000",0,5.17,-10.88,-9.06
27/08/2010,1049.27,1065.21,1039.7,1064.59,"4,102,460,000",0,15.94,-9.57,15.32
30/08/2010,1062.9,1064.4,1048.79,1048.92,"2,917,990,000",0,1.5,-14.11,-13.98
31/08/2010,1046.88,1055.14,1040.88,1049.33,"4,038,770,000",0,8.26,-6,2.45
01/09/2010,1049.72,1081.3,1049.72,1080.29,"4,396,880,000",0,31.58,0,30.57
02/09/2010,1080.66,1090.1,1080.39,1090.1,"3,704,210,000",0,9.44,-0.27,9.44
03/09/2010,1093.61,1105.1,1093.61,1104.51,"3,534,500,000",0,11.49,0,10.9
07/09/2010,1102.6,1102.6,1091.15,1091.84,"3,107,380,000",0,0,-11.45,-10.76
08/09/2010,1092.36,1103.26,1092.36,1098.87,"3,224,640,000",0,10.9,0,6.51
09/09/2010,1101.15,1110.27,1101.15,1104.18,"3,387,770,000",0,9.12,0,3.03
10/09/2010,1104.57,1110.88,1103.92,1109.55,"3,061,160,000",0,6.31,-0.65,4.98
13/09/2010,1113.38,1123.87,1113.38,1121.9,"4,521,050,000",0,10.49,0,8.52
14/09/2010,1121.16,1127.36,1115.58,1121.1,"4,521,050,000",0,6.2,-5.58,-0.06
15/09/2010,1119.43,1126.46,1114.63,1125.07,"3,369,840,000",0,7.03,-4.8,5.64
16/09/2010,1123.89,1125.44,1118.88,1124.66,"3,364,080,000",0,1.55,-5.01,0.77
17/09/2010,1126.39,1131.47,1122.43,1125.59,"4,086,140,000",0,5.08,-3.96,-0.8
20/09/2010,1126.57,1144.86,1126.57,1142.71,"3,364,080,000",0,18.29,0,16.14
21/09/2010,1142.82,1148.59,1136.22,1139.78,"4,175,660,000",0,5.77,-6.6,-3.04
22/09/2010,1139.49,1144.38,1131.58,1134.28,"3,911,070,000",0,4.89,-7.91,-5.21
23/09/2010,1131.1,1136.77,1122.79,1124.83,"3,847,850,000",0,5.67,-8.31,-6.27
24/09/2010,1131.69,1148.9,1131.69,1148.67,"4,123,950,000",0,17.21,0,16.98
27/09/2010,1148.64,1149.92,1142,1142.16,"3,587,860,000",0,1.28,-6.64,-6.48
28/09/2010,1142.31,1150,1132.09,1147.7,"4,025,840,000",0,7.69,-10.22,5.39
29/09/2010,1146.75,1148.63,1140.26,1144.73,"3,990,280,000",0,1.88,-6.49,-2.02
30/09/2010,1145.97,1157.16,1136.08,1141.2,"4,284,160,000",0,11.19,-9.89,-4.77
01/10/2010,1143.49,1150.3,1139.42,1146.24,"4,298,910,000",0,6.81,-4.07,2.75
04/10/2010,1144.96,1148.16,1131.87,1137.03,"3,604,110,000",0,3.2,-13.09,-7.93
05/10/2010,1140.68,1162.76,1140.68,1160.75,"4,068,840,000",0,22.08,0,20.07
06/10/2010,1159.81,1162.33,1154.85,1159.97,"4,073,160,000",0,2.52,-4.96,0.16
07/10/2010,1161.57,1163.87,1151.41,1158.06,"3,910,550,000",0,2.3,-10.16,-3.51
08/10/2010,1158.36,1167.73,1155.58,1165.15,"3,871,420,000",0,9.37,-2.78,6.79
11/10/2010,1165.32,1168.68,1162.02,1165.32,"2,505,900,000",0,3.36,-3.3,0
12/10/2010,1164.28,1172.58,1155.71,1169.77,"4,076,170,000",0,8.3,-8.57,5.49
13/10/2010,1171.32,1184.38,1171.32,1178.1,"4,969,410,000",0,13.06,0,6.78
14/10/2010,1177.82,1178.89,1166.71,1173.81,"4,969,410,000",0,1.07,-11.11,-4.01
15/10/2010,1177.47,1181.2,1167.12,1176.19,"5,724,910,000",0,3.73,-10.35,-1.28
18/10/2010,1176.83,1185.53,1174.55,1184.71,"4,450,050,000",0,8.7,-2.28,7.88
19/10/2010,1178.64,1178.64,1159.71,1165.9,"5,600,120,000",0,0,-18.93,-12.74
20/10/2010,1166.74,1182.94,1166.74,1178.17,"5,027,880,000",0,16.2,0,11.43
21/10/2010,1179.82,1189.43,1171.17,1180.26,"4,625,470,000",0,9.61,-8.65,0.44
22/10/2010,1180.52,1183.93,1178.99,1183.08,"3,177,890,000",0,3.41,-1.53,2.56
25/10/2010,1184.74,1196.14,1184.74,1185.62,"4,221,380,000",0,11.4,0,0.88
26/10/2010,1184.88,1187.11,1177.72,1185.64,"4,203,680,000",0,2.23,-7.16,0.76
27/10/2010,1183.84,1183.84,1171.7,1182.45,"4,335,670,000",0,0,-12.14,-1.39
28/10/2010,1184.47,1189.53,1177.1,1183.78,"4,283,460,000",0,5.06,-7.37,-0.69
29/10/2010,1183.87,1185.46,1179.7,1183.26,"3,537,880,000",0,1.59,-4.17,-0.61
01/11/2010,1185.71,1195.81,1177.65,1184.38,"4,129,180,000",0,10.1,-8.06,-1.33
02/11/2010,1187.86,1195.88,1187.86,1193.57,"3,866,200,000",0,8.02,0,5.71
03/11/2010,1193.79,1198.3,1183.56,1197.96,"4,665,480,000",0,4.51,-10.23,4.17
04/11/2010,1198.34,1221.25,1198.34,1221.06,"5,695,470,000",0,22.91,0,22.72
05/11/2010,1221.2,1227.08,1220.29,1225.85,"5,637,460,000",0,5.88,-0.91,4.65
08/11/2010,1223.24,1224.57,1217.55,1223.25,"3,937,230,000",0,1.33,-5.69,0.01
09/11/2010,1223.59,1226.84,1208.94,1213.4,"4,848,040,000",0,3.25,-14.65,-10.19
10/11/2010,1213.14,1218.75,1204.33,1218.71,"4,561,300,000",0,5.61,-8.81,5.57
11/11/2010,1213.04,1215.45,1204.49,1213.54,"3,931,120,000",0,2.41,-8.55,0.5
12/11/2010,1209.07,1210.5,1194.08,1199.21,"4,213,620,000",0,1.43,-14.99,-9.86
15/11/2010,1200.44,1207.43,1197.15,1197.75,"3,503,370,000",0,6.99,-3.29,-2.69
16/11/2010,1194.79,1194.79,1173,1178.34,"5,116,380,000",0,0,-21.79,-16.45
17/11/2010,1178.33,1183.56,1175.82,1178.59,"3,904,780,000",0,5.23,-2.51,0.26
18/11/2010,1183.75,1200.29,1183.75,1196.69,"4,687,260,000",0,16.54,0,12.94
19/11/2010,1196.12,1199.97,1189.44,1199.73,"3,675,390,000",0,3.85,-6.68,3.61
22/11/2010,1198.07,1198.94,1184.58,1197.84,"3,689,500,000",0,0.87,-13.49,-0.23
23/11/2010,1192.51,1192.51,1176.91,1180.73,"4,133,070,000",0,0,-15.6,-11.78
24/11/2010,1183.7,1198.62,1183.7,1198.35,"3,384,250,000",0,14.92,0,14.65
26/11/2010,1194.16,1194.16,1186.93,1189.4,"1,613,820,000",0,0,-7.23,-4.76
29/11/2010,1189.08,1190.34,1173.64,1187.76,"3,673,450,000",0,1.26,-15.44,-1.32
30/11/2010,1182.96,1187.4,1174.14,1180.55,"4,284,700,000",0,4.44,-8.82,-2.41
01/12/2010,1186.6,1207.61,1186.6,1206.07,"4,548,110,000",0,21.01,0,19.47
02/12/2010,1206.81,1221.89,1206.81,1221.53,"4,970,800,000",0,15.08,0,14.72
03/12/2010,1219.93,1225.57,1216.82,1224.71,"3,735,780,000",0,5.64,-3.11,4.78
06/12/2010,1223.87,1225.8,1220.67,1223.12,"3,527,370,000",0,1.93,-3.2,-0.75
07/12/2010,1227.25,1235.05,1223.25,1223.75,"6,970,630,400",0,7.8,-4,-3.5
08/12/2010,1225.02,1228.93,1219.5,1228.28,"4,607,590,000",0,3.91,-5.52,3.26
09/12/2010,1230.14,1234.71,1226.85,1233,"4,522,510,000",0,4.57,-3.29,2.86
10/12/2010,1233.85,1240.4,1232.58,1240.4,"4,547,310,000",0,6.55,-1.27,6.55
13/12/2010,1242.52,1246.73,1240.34,1240.46,"4,361,240,000",0,4.21,-2.18,-2.06
14/12/2010,1241.84,1246.59,1238.17,1241.59,"4,132,350,000",0,4.75,-3.67,-0.25
15/12/2010,1241.58,1244.25,1234.01,1235.23,"4,407,340,000",0,2.67,-7.57,-6.35
16/12/2010,1236.34,1243.75,1232.85,1242.87,"4,736,820,000",0,7.41,-3.49,6.53
17/12/2010,1243.63,1245.81,1239.87,1243.91,"4,632,470,000",0,2.18,-3.76,0.28
20/12/2010,1245.76,1250.2,1241.51,1247.08,"3,548,140,000",0,4.44,-4.25,1.32
21/12/2010,1249.43,1255.82,1249.43,1254.6,"3,479,670,000",0,6.39,0,5.17
22/12/2010,1254.94,1259.39,1254.94,1258.84,"1,285,590,000",0,4.45,0,3.9
23/12/2010,1257.53,1258.59,1254.05,1256.77,"2,515,020,000",0,1.06,-3.48,-0.76
27/12/2010,1254.66,1258.43,1251.48,1257.54,"1,992,470,000",0,3.77,-3.18,2.88
28/12/2010,1259.1,1259.9,1256.22,1258.51,"2,478,450,000",0,0.8,-2.88,-0.59
29/12/2010,1258.78,1262.6,1258.78,1259.78,"2,214,380,000",0,3.82,0,1
30/12/2010,1259.44,1261.09,1256.32,1257.88,"1,970,720,000",0,1.65,-3.12,-1.56
31/12/2010,1256.76,1259.34,1254.19,1257.64,"1,799,770,000",0,2.58,-2.57,0.88
03/01/2011,1257.62,1276.17,1257.62,1271.87,"4,286,670,000",0,18.55,0,14.25
04/01/2011,1272.95,1274.12,1262.66,1270.2,"4,796,420,000",0,1.17,-10.29,-2.75
